Location,Ontario producer,LCBO convenience outlet,Authorized to sell beer,Authorized to sell wine,Authorized to sell cider,Authorized to sell spirits,Authorized to sell ready-to-drink,Accepts empties,Bottle return only,Address,City/Town,Postal code,Latitude,Longitude
Village Market,N,N,Y,Y,Y,N,Y,N,N,2 Church Street West,Burgessville,N0J1C0,43.02385,-80.6536
Village Market,N,N,Y,Y,Y,N,Y,N,N,580 Bloor Street West,Toronto,M6G1K1,43.6650416,-79.4122478
Village Market,N,N,Y,Y,Y,N,Y,N,N,418 Spadina Road,Toronto,M5P2W4,43.68877,-79.413
Village Market,N,N,Y,Y,Y,N,Y,N,N,156 Jozo Weider Boulevard,Blue Mountains,L9Y0V2,44.5034463,-80.3126494
Village Mart,N,N,Y,Y,Y,N,Y,N,N,103 Lotherton Ptway,North York,M6B2G6,43.70627,-79.4685
Village Smoke & Convenience,N,N,Y,Y,Y,N,Y,N,N,790 Military Trail,Scarborough,M1E5K4,43.790192,-79.1953412
Village Variety,N,N,Y,Y,Y,N,Y,N,N,124 George Street,Arthur,N0G1A0,43.83199,-80.5375
Village Variety,N,N,Y,Y,Y,N,Y,N,N,4572 County Road 2,Port Hope,L1A3V5,43.97421,-78.3431
Village's Mini Market,N,N,Y,Y,Y,N,Y,N,N,252 The Esplanade,Toronto,M5A4J6,43.6498308,-79.36439
Villas Marina of Lake Muskoka,N,N,Y,Y,Y,N,Y,N,N,2194 Muskoka District Road 169 Unit 2,Gravenhurst,P1P1R2,44.9955299,-79.4841449
Vimy Brewing Company,Y,N,Y,N,Y,N,N,N,N,830 Industrial Avenue,Ottawa,K1G4B8,45.40770007,-75.63423603
Vinayaka Convenience And Variety Store,N,N,Y,Y,Y,N,Y,N,N,1682 Jane Street,York,M9N2S2,43.7026625,-79.5042539
Vince's Kwik-Mart,N,N,Y,Y,Y,N,Y,N,N,601 2nd Avenue East,Owen Sound,N4K2G7,44.56048,-80.9412
Vince's Market,N,N,Y,Y,Y,N,Y,N,N,869 Mulock Drive,Newmarket,L3Y8S3,44.04615125,-79.43688776
Vince's Market,N,N,Y,Y,Y,N,Y,N,N,234 Toronto Street South,Uxbridge,L9P0C4,44.09719619,-79.12967341
Vince's Market,N,N,Y,N,Y,N,Y,N,N,19103a Leslie Street,Sharon,L0G1V0,44.10596383,-79.44129947
Vineland Estates Winery,Y,N,N,Y,Y,N,N,N,N,3620 Moyer Road,Vineland,L0R2C0,43.14298062,-79.40549964
Vinoteca Cellar,Y,N,N,Y,Y,N,N,N,N,1588 Stone Church Road East,Hamilton,L8W3P9,43.1939326,-79.8205435
Vinoteca Winery,Y,N,N,Y,Y,N,N,N,N,527 Jevlan Drive,Woodbridge,L4L8W1,43.80714112,-79.54880811
Vivace Estate Winery,Y,N,N,Y,Y,N,N,N,N,5141 Concession Road 5 North,Amherstburg,N9V0C8,42.11799515,-83.03783998
V-mart Convenience,N,N,Y,Y,Y,N,Y,N,N,3803 Walker Road,Windsor,N8W3T1,42.26737,-82.9726
V-mart Convinience,N,N,Y,Y,Y,N,Y,N,N,2 Fenton Road,Markham,L3R7B3,43.82776,-79.2926
Vodkow Retail Store,Y,N,N,Y,Y,N,N,N,N,34 Industrial Drive,Almonte,K0A1A0,45.23232415,-76.18181358
VP Fuels,N,N,Y,Y,Y,N,Y,N,N,328 Riverside Parkway,Frankford,K0K2C0,44.20268,-77.591
VP Fuels,N,N,Y,Y,Y,N,Y,N,N,5589 Road 38,Hartington,K0H1W0,44.44004,-76.6689
VP Fuels,N,N,Y,Y,Y,N,Y,N,N,45 Victoria Street North,Tweed,K0K3J0,44.476,-77.311
VT Handy Variety,N,N,Y,Y,Y,N,Y,N,N,"5990 16th Avenue, unit 234",Markham,L3P7R2,43.89211,-79.265
VTR Convenience and Cafe,N,N,Y,Y,Y,N,Y,N,N,3852 Finch Avenue East,Scarborough,M1T3T9,43.80073,-79.3001
W.O. Stinson & Son,N,N,Y,Y,Y,N,Y,N,N,14 Community Road,Napanee,K7R3L2,44.2679,-76.966
W.O. Stinson & Son,N,N,Y,Y,Y,N,Y,N,N,2955 Highway 43,Kemptville,K0G1G0,45.02857,-75.6395
W.O. Stinson & Son,N,N,Y,Y,Y,N,Y,N,N,4726 Bank Street,Ottawa,K1T3W7,45.32472,-75.5968
W.O. Stinson & Son,N,N,Y,Y,Y,N,Y,N,N,7 Vanjumar Road,Arnprior,K7S3G8,45.41851,-76.3775
W.O. Stinson & Son,N,N,Y,Y,Y,N,Y,N,N,294 Mackay Street,Pembroke,K8A1C5,45.82509,-77.1107
Wagner Estate Winery,Y,N,N,Y,Y,N,N,N,N,1222 Lakeshore Road 103,Lakeshore,N0R1K0,42.238359,-82.833492
Walk & Shop,N,N,Y,Y,Y,N,Y,N,N,460 Berkshire Drive,London,N6J3S1,42.96233,-81.2853
Walkerville Brewery,Y,N,Y,Y,Y,N,N,N,N,525 Argyle Road,Windsor,N8Y4Z8,42.11860389,-83.037155
Wallace Market,N,N,Y,Y,Y,N,Y,N,N,147 Symington Avenue,Toronto,M6P3W5,43.6614814,-79.44927737
Wally's Corner Store,N,N,Y,Y,Y,N,Y,N,N,3608 Seminole Street,Windsor,N8Y1Y4,42.315,-82.9864
Walmart,N,N,Y,N,Y,N,Y,N,N,7100 Tecumseh Road East,Windsor,N8T1E6,42.31469521,-82.94322379
Walmart,N,N,Y,N,Y,N,Y,N,N,881 St Clair Street,Chatham,N7M5J7,42.4340812,-82.21887369
Walmart,N,N,Y,N,Y,N,Y,N,N,1063 Talbot Street,St. Thomas,N5P1G4,42.78173993,-81.16961199
Walmart,N,N,Y,N,Y,N,Y,N,N,1444 Quinn Drive,Sarnia,N7S6M8,42.98886688,-82.34799438
Walmart,N,N,Y,N,Y,N,Y,N,N,330 Clarke Road,London,N5W6G4,43.00196031,-81.17133432
Walmart,N,N,Y,N,Y,N,Y,N,N,1280 Fanshawe Park Road West,London,N6G5B1,43.00911578,-81.33003045
Walmart,N,N,Y,N,Y,N,Y,N,N,102 Primeway Drive,Welland,L3B0A1,43.01706635,-79.22756258
Walmart,N,N,Y,N,Y,N,Y,N,N,7481 Oakwood Drive,Niagara Falls,L2G0J5,43.06821024,-79.11911518
Walmart,N,N,Y,Y,Y,N,Y,N,N,499 Norwich Avenue,Woodstock,N4S9A2,43.11556189,-80.73330146
Walmart,N,N,Y,N,Y,N,Y,N,N,420 Vansickle Road,St. Catharines,L2S0C7,43.15156143,-79.26798525
Walmart,N,N,Y,N,Y,N,Y,N,N,300 King George Road,Brantford,N3R5L7,43.1840052,-80.27836267
Walmart,N,N,Y,N,Y,N,Y,N,N,510 Centennial Parkway North,Hamilton,L8E0G2,43.24150956,-79.75358309
Walmart,N,N,Y,N,Y,N,Y,N,N,2065 Fairview Street,Burlington,L7R0B4,43.33790533,-79.81194639
Walmart,N,N,Y,N,Y,N,Y,N,N,4515 Dundas Street,Burlington,L7M5B4,43.40636223,-79.81194639
Walmart,N,N,Y,Y,Y,N,Y,N,N,22 Pinebush Road,Cambridge,N1R8K5,43.41070732,-80.32698262
Walmart,N,N,Y,N,Y,N,Y,N,N,1400 Ottawa Street South,Kitchener,N2E4E2,43.4161845,-80.51914583
Walmart,N,N,Y,N,Y,N,Y,N,N,100 The Boardwalk,Kitchener,N2N0B1,43.43314155,-80.55836047
Walmart,N,N,Y,N,Y,N,Y,N,N,234 Hays Boulevard,Oakville,L6H6M4,43.48310428,-79.71866697
Walmart,N,N,Y,N,Y,N,Y,N,N,1280 Steeles Avenue East,Milton,L9T6R1,43.54261376,-79.86685645
Walmart,N,N,Y,N,Y,N,Y,N,N,5100 Erin Mills Parkway,Mississauga,L5M4Z5,43.55855915,-79.71031447
Walmart,N,N,Y,N,Y,N,Y,N,N,11 Woodlawn Road West,Guelph,N1H1G8,43.56556394,-80.28123731
Walmart,N,N,Y,N,Y,N,Y,N,N,100 City Centre Drive,Mississauga,L5B2G7,43.59434494,-79.64090324
Walmart,N,N,Y,N,Y,N,Y,N,N,3155 Argentia Road,Mississauga,L5N8E1,43.5944329,-79.788871
Walmart,N,N,Y,N,Y,N,Y,N,N,800 Matheson Boulevard West,Mississauga,L5V2N6,43.60712852,-79.69345093
Walmart,N,N,Y,N,Y,N,Y,N,N,165 North Queen Street,Etobicoke,M9C1A7,43.61849173,-79.55413168
Walmart,N,N,Y,N,Y,N,Y,N,N,9455 Mississauga Road,Brampton,L6X0Z8,43.65801874,-79.81251145
Walmart,N,N,Y,N,Y,N,Y,N,N,2525 St. Clair Avenue West,Toronto,M6N4Z5,43.66823257,-79.48468879
Walmart,N,N,Y,N,Y,N,Y,N,N,50 Quarry Edge Drive,Brampton,L6V4K2,43.70530539,-79.78365892
Walmart,N,N,Y,N,Y,N,Y,N,N,1900 Eglinton Avenue East,Scarborough,M1L2L9,43.72828901,-79.2957343
Walmart,N,N,Y,N,Y,N,Y,N,N,30 Coventry Road,Brampton,L6T5P9,43.74063605,-79.69458953
Walmart,N,N,Y,N,Y,N,Y,N,N,8300 Highway 27,Woodbridge,L4H0R9,43.78660382,-79.62674232
Walmart,N,N,Y,N,Y,N,Y,N,N,670 Applewood Crescent,Vaughan,L4K0L4,43.79750369,-79.53900933
Walmart,N,N,Y,N,Y,N,Y,N,N,799 Milner Avenue,Scarborough,M1B3C3,43.79796086,-79.20067377
Walmart,N,N,Y,N,Y,N,Y,N,N,700 Centre Street,Thornhill,L4J0A7,43.81174217,-79.45113003
Walmart,N,N,Y,Y,Y,N,Y,N,N,5995 Steeles Avenue East,Scarborough,M1V5P7,43.83342248,-79.25513876
Walmart,N,N,Y,N,Y,N,Y,N,N,1070 Major Mackenzie Drive East,Richmond Hill,L4S1P3,43.87739068,-79.40843948
Walmart,N,N,Y,N,Y,N,Y,N,N,680 Laval Drive,Oshawa,L1J0B5,43.88128109,-78.88207443
Walmart,N,N,Y,N,Y,N,Y,N,N,2320 Durham Regional Highway 2,Bowmanville,L1C3K7,43.91207328,-78.71665219
Walmart,N,N,Y,N,Y,N,Y,N,N,4100 Baldwin Street South,Whitby,L1R3H8,43.91791937,-78.96035258
Walmart,N,N,Y,N,Y,N,Y,N,N,95 First Street,Orangeville,L9W2E8,43.9301497,-80.09516131
Walmart,N,N,Y,N,Y,N,Y,N,N,1471 Harmony Road North,Oshawa,L1H7K5,43.94473099,-78.84858095
Walmart,N,N,Y,N,Y,N,Y,N,N,1050 Hoover Park Drive,Stouffville,L4A0K2,43.95525995,-79.27418011
Walmart,N,N,Y,N,Y,N,Y,N,N,73 Strathy Road,Cobourg,K2C3G1,43.97510962,-78.20135503
Walmart,N,N,Y,N,Y,N,Y,N,N,470 Second Doug Hill Road,Trenton,K8V5P7,44.09441266,-77.6049042
Walmart,N,N,Y,N,Y,N,Y,N,N,545 Holland Street West,Bradford,L3Z0C1,44.11031584,-79.59773896
Walmart,N,N,Y,N,Y,N,Y,N,N,274 Millennium Parkway,Belleville,K8N4Z5,44.19604875,-77.39599458
Walmart,N,N,Y,N,Y,N,Y,N,N,23550 Woodbine Avenue,Keswick,L4P0E2,44.21904582,-79.44832333
Walmart,N,N,Y,N,Y,N,Y,N,N,1130 Midland Avenue,Kingston,K7P2X9,44.26521488,-76.5726261
Walmart,N,N,Y,N,Y,N,Y,N,N,1002 Chemong Road,Peterborough,K9H7E2,44.3249216,-78.33341072
Walmart,N,N,Y,N,Y,N,Y,N,N,35 Mapleview Drive West,Barrie,L4N9H5,44.33293228,-79.68706546
Walmart,N,N,Y,N,Y,N,Y,N,N,450 Bayfield Street,Barrie,L4M5A2,44.41049468,-79.71201922
Walmart,N,N,Y,N,Y,N,Y,N,N,175 Murphy Road,Orillia,L3V0B5,44.61499953,-79.44614513
Walmart,N,N,Y,N,Y,N,Y,N,N,420 Ninth Street West,Cornwall,K6J0B3,45.02369447,-74.74319293
Walmart,N,N,Y,N,Y,N,Y,N,N,5357 Fernbank Road,Kanata,K2S1B6,45.27526567,-75.87238406
Walmart,N,N,Y,N,Y,N,Y,N,N,2210 Bank Street,Ottawa,K1V1J5,45.35500037,-75.65473182
Walmart,N,N,Y,N,Y,N,Y,N,N,1375 Baseline Road,Ottawa,K2C3G1,45.3639079,-75.73848101
Walmart,N,N,Y,N,Y,N,Y,N,N,3900 Innes Road,Orleans,K1W1K9,45.45147892,-75.5082945
Walmart,N,N,Y,N,Y,N,Y,N,N,1108 Pembroke Street East,Pembroke,K8A7R5,45.81811934,-77.0808975
Walmart,N,N,Y,N,Y,N,Y,N,N,2416 Long Lake Road,Sudbury,P3E0C5,46.44068856,-81.00214415
Walmart,N,N,Y,Y,Y,N,Y,N,N,1349 Lasalle Boulevard,Sudbury,P3A1Z2,46.52096303,-80.94821819
Walmart,N,N,Y,N,Y,N,Y,N,N,446 Great Northern Road,Sault Ste. Marie,P6B4Z9,46.54143251,-84.31507621
Walmart,N,N,Y,N,Y,N,Y,N,N,777 Memorial Avenue,Thunder Bay,P7B3Z7,48.41297636,-89.23979185
Walmart,N,N,Y,N,Y,N,Y,N,N,1870 Riverside Drive,Timmins,P4R1N7,48.47507705,-81.3935055
Walnut Convenience And Vape,N,N,Y,Y,Y,N,Y,N,N,83 Walnut Street South,Hamilton,L8N2L2,43.25216,-79.8642
Walsingham Food Market,N,Y,Y,Y,Y,Y,Y,Y,N,2084 Highway 59,Walsingham,N0E1X0,42.66655265,-80.51733221
Wan2 Food Mart,N,N,Y,Y,Y,N,Y,N,N,577 Bloor Street East,Toronto,M4W0B2,43.67185,-79.3724
Wan2 Mart,N,N,Y,Y,Y,N,Y,N,N,1942 Eglinton Avenue West,York,M6E2J8,43.69524,-79.4533
Wang's Variety,N,N,Y,Y,Y,N,Y,N,N,607 Pape Avenue,Toronto,M4K3R9,43.67602,-79.3434
Wanup General Store,N,Y,Y,Y,Y,Y,Y,Y,N,3 Old Wanup Road,Wanup,P3E4N1,46.38432839,-80.82757783
Warden Convenience,N,N,Y,Y,Y,N,Y,N,N,2537 Warden Avenue,Scarborough,M1W2H5,43.79128,-79.3128
Wards General Store,N,Y,Y,Y,Y,Y,Y,Y,N,1233 Tenth Side Road,Tehkummah,P0P2C0,45.6665021,-81.9688557
Warminster Variety Store & Gas Bar,N,Y,Y,Y,Y,Y,Y,Y,N,9829 Highway  12,Warminster,L0K2G0,44.64102988,-79.54618622
Warraich Meats,N,N,Y,Y,Y,N,Y,N,N,12788 Highway 50,Bolton,L7E4G1,43.8629543,-79.7170998
Wasi Gas Bar,N,N,Y,Y,Y,N,Y,N,N,2506 Highway 94,Callander,P0H1H0,46.1979769,-79.360724
Watchful Eye Winery,Y,N,N,Y,Y,N,N,N,N,3903 Lakeshore Road,Beamsville,L0R1B1,43.19772078,-79.42335904
Water Convenience & Indian Grocery,N,N,Y,Y,Y,N,Y,N,N,99 Weber Street West,Kitchener,N2H3Z6,43.45398,-80.4933
Waterdown Variety,N,N,Y,Y,Y,N,Y,N,N,36 Hamilton Street North,Waterdown,L8B0E6,43.33148,-79.8962
Waterford Convenience,N,N,Y,Y,Y,N,Y,N,N,10 Headdon Gate,Richmond Hill,L4C8A2,43.86723,-79.4587
Waterloo Brewing,Y,N,Y,Y,Y,N,N,N,N,400 Bingemans Centre Drive,Kitchener,N2B3X9,43.47102203,-80.45141398
Waterloo Variety,N,N,Y,Y,Y,N,Y,N,N,31 Pearl Street,Brantford,N3T3N5,43.14342,-80.2688
Watershed Car & Truck Stop,N,Y,Y,Y,Y,Y,Y,Y,N,29 Poupore Street,Gogama,P0M1W0,47.67477687,-81.72323672
Waterworks Variety,N,N,Y,Y,Y,N,Y,N,N,7 South Edgeware Road,St. Thomas,N5R2G8,42.7930711,-81.1836002
Waupoos Estates Winery Inc.,Y,N,N,Y,Y,N,N,N,N,3016 County Road 8,Picton,K0K2T0,44.01481868,-76.97173829
Wave Maker Craft Brewery,Y,N,Y,N,Y,N,N,N,N,639 Laurel Street,Cambridge,N3H3Z1,43.39681529,-80.35292283
Wavell Variety And Coin Laundry,N,N,Y,Y,Y,N,Y,N,N,1781 Wavell Street,London,N5W2E2,42.9968545,-81.1778404
Waverley Service Center,N,Y,Y,Y,Y,Y,Y,Y,N,6555 Highway 93,Waverley,L0L1P0,44.64361294,-79.8242269
Wawa Mart,N,N,Y,Y,Y,N,Y,N,N,340 Wilson Avenue,North York,M3H1S9,43.73689962,-79.43783248
Way2 Convenience,N,N,Y,Y,Y,N,Y,N,N,258 Merritt Street,St. Catharines,L2T1J8,43.1369931,-79.2128945
"Wayne Gretzky Winery, Distillery and Brewery",Y,N,Y,Y,Y,Y,N,N,N,1219 Niagara Stone Road,Niagara-on-the-Lake,L0S1J0,43.21154645,-79.13489313
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,657 John Street North,Aylmer,N5H2B6,42.78542,-80.9821
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,816 Niagara Street,Welland,L3C1M4,43.01685,-79.2491
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,124 Whiting Street,Ingersoll,N5C3B3,43.03199,-80.8913
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,41 Upper Centennial Parkway,Stoney Creek,L8J2V8,43.17629,-79.776
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,2330 Battleford Road,Mississauga,L5N3K6,43.58539,-79.7415
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,1496 Innisfil Beach Road,Innisfil,L9S4J1,44.30979,-79.5767
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,909 Edward Street,Prescott,K0E1T0,44.71675,-75.5207
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,270 Wellington Street,Bracebridge,P1L1B8,45.04218,-79.3225
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,720 John Street,Mattawa,P0H1V0,46.31079,-78.7085
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,2002 Bancroft Drive,Sudbury,P3B1S9,46.49079,-80.9349
Waypoint Convenience,N,N,Y,Y,Y,N,Y,N,N,58 Armstrong Street North,New Liskeard,P0J1P0,47.51008,-79.6718
Weber Convenience,N,N,Y,Y,Y,N,Y,N,N,1500 Weber Street East,Kitchener,N2A2Y5,43.43111,-80.4373
Welcome Enterprise,N,N,Y,Y,Y,N,Y,N,N,2365 Trafalgar Road,Oakville,L6H6N9,43.4841178,-79.7134868
Welcome Mart,N,N,Y,Y,Y,N,Y,N,N,665 Fennell Avenue East,Hamilton,L8V1V3,43.23073,-79.8496
Welcome Mart,N,N,Y,Y,Y,N,Y,N,N,890 Barton Street East,Hamilton,L8L3B9,43.25352,-79.8258
Welcome Variety,N,N,Y,Y,Y,N,Y,N,N,359 Carlton Street,St. Catharines,L2N1C2,43.17914,-79.231
Welcome Variety & Lotto Centre,N,N,Y,Y,Y,N,Y,N,N,324 Weston Road,Toronto,M6N3P5,43.67871,-79.4742
Welland Express Convenience,N,N,Y,Y,Y,N,Y,N,N,250 Welland Avenue,St. Catharines,L2R2P5,43.16765,-79.2343
Wellesley Convenience,N,N,Y,Y,Y,N,Y,N,N,74 Wellesley Street East,Toronto,M4Y1H2,43.66598,-79.3805
Wellington Brewery,Y,N,Y,Y,Y,Y,N,N,N,950 Woodlawn Road West,Guelph,N1K1G2,43.53347198,-80.320508
Wellington Convenience,N,N,Y,Y,Y,N,Y,N,N,700 Wellington Street,Sarnia,N7T1J2,42.96887,-82.3865
Wellington Convenience and Video Store,N,N,Y,Y,Y,N,Y,N,N,69 Elgin Street,St. Thomas,N5R3L9,42.77546,-81.1983
Wellington Mini Mart,N,N,Y,Y,Y,N,Y,N,N,297 Wellington Street East,Aurora,L4G6K9,44.0025065,-79.4513317
Wellington Rotary Club,N,N,N,N,N,N,N,Y,Y,326 Second Avenue,Wellington,K0K3L0,43.952949,-77.3531981
Wellington Variety,N,N,Y,Y,Y,N,Y,N,N,352 Wellington Street,St. Thomas,N5R2T3,42.7746,-81.1698
Wending Home Estate Vineyards & Winery,Y,N,N,Y,Y,N,N,N,N,3756 Ninth Street,St. Catharines,L2R6P9,43.14722075,-79.31739112
Wendy's General Store,N,N,Y,Y,Y,N,Y,N,N,1 Grand River Street South,Paris,N3L2B1,43.19195018,-80.3852775
Wenli Convenience,N,N,Y,Y,Y,N,Y,N,N,266 Donlands Avenue,East York,M4J5B1,43.68969,-79.3418361
Wenqing Zheng Variety Store,N,N,Y,Y,Y,N,Y,N,N,24164 Woodbine Avenue,Keswick,L4P3E9,44.23219,-79.4487
West Avenue Cider,Y,N,N,Y,Y,N,N,N,N,84 Concession Road 8 East,Freelton,L8B1N7,43.37011025,-79.98158423
West End Convenience,N,N,Y,Y,Y,N,Y,N,N,499 Dundas Street West,Trenton,K8V6C4,44.0944669,-77.5965083
West End Convenience,N,N,Y,Y,Y,N,Y,N,N,110 Chandler Crescent,Peterborough,K9J6X4,44.30453,-78.3725
West End Video & Variety,N,N,Y,Y,Y,N,Y,N,N,224 Dundas Street,Woodstock,N4S1A7,43.12817,-80.7678
West Guilford Shopping Centre,N,Y,Y,Y,Y,Y,Y,Y,N,1116 Kennisis Lake Road,West Guilford,K0M2S0,45.1133977,-78.60185579
West Mall Super Save Food Mart,N,N,Y,Y,Y,N,Y,N,N,290 The West Mall,Etobicoke,M9C1C6,43.6351464,-79.56267473
West Mall Variety,N,N,Y,Y,Y,N,Y,N,N,555 Burnhamthorpe Road,Etobicoke,M9C2Y3,43.64482,-79.568
West River Convenience,N,N,Y,Y,Y,N,Y,N,N,620 River Road West,Wasaga Beach,L9Z2P1,44.52583,-79.9993
West Road Convenience,N,N,Y,Y,Y,N,Y,N,N,93 West Road,Huntsville,P1H1L9,45.33258,-79.2255
West Street Variety,N,N,Y,Y,Y,N,Y,N,N,151 West Street,Trenton,K8V2M6,44.11446,-77.5797
Westcott Ridge Winery,Y,N,N,Y,Y,N,N,N,N,3180 Seventeenth Street,Jordan Station,L0R1S0,43.11717113,-79.35893703
Westdale Convenience Store,N,N,Y,Y,Y,N,Y,N,N,875 Main Street West,Hamilton,L8S4P9,43.2590261,-79.9007559
Westend Smoke Shoppe,N,N,Y,Y,Y,N,Y,N,N,137 Main Street East,Milton,L9T1N7,43.5117,-79.8851
Westheights Convenience,N,N,Y,Y,Y,N,Y,N,N,450 Westheights Drive,Kitchener,N2N2B9,43.41772,-80.5357
Westoak Convenience,N,N,Y,Y,Y,N,Y,N,N,2251 Westoak Trails Boulevard,Oakville,L6M3P7,43.45162,-79.7391
Weston Gift and Variety,N,N,Y,Y,Y,N,Y,N,N,3222 Weston Road,North York,M9M2T7,43.73863,-79.54
Westover Fine Wine & Foods,N,N,Y,Y,Y,N,Y,N,N,174 Queen Street East,St. Marys,N4X1C3,43.25932,-81.1409
Westport Brewing Company,Y,N,Y,N,Y,N,N,N,N,41b Main Street,Westport,K0G1X0,44.67847401,-76.39483396
Westridge Convenience Store,N,N,Y,Y,Y,N,Y,N,N,3300 Monarch Drive,Orillia,L3V8A2,44.61078,-79.4515
Westway Convenience,N,N,Y,Y,Y,N,Y,N,N,150 Hollidge Boulevard,Aurora,L4G8A3,44.0128184,-79.4472585
Westway Smoke & Convenience,N,N,Y,Y,Y,N,Y,N,N,1735 Kipling Avenue,Toronto,M9R2Y8,43.6931254,-79.5570938
Westwood Convenience,N,N,Y,Y,Y,N,Y,N,N,365 Westwood Drive,Cobourg,K9A4M5,43.95952,-78.1888
Wharncliffe Mini Mart,N,N,Y,Y,Y,N,Y,N,N,169 Wharncliffe Road South,London,N6J2K7,42.97206556,-81.2623907
Whiprsnapr Brewing Co. Inc.,Y,N,Y,N,Y,N,N,N,N,14 Bexley Place,Nepean,K2H8W2,45.33028714,-75.81950399
Whiskeyjack Beer Company,Y,N,Y,N,Y,N,N,N,N,485 Ferguson Avenue,Haileybury,P0J1K0,47.44940842,-79.63292525
Whitby Plaza Convenience,N,N,Y,Y,Y,N,Y,N,N,313 Brock Street South,Whitby,L1N4K3,43.8772734,-78.9409273
White Birch General Store,N,N,Y,Y,Y,N,Y,N,N,"PCL 24835 Highway 101, Keefer Township",Cochrane District,P4N7C5,48.32482567,-81.73739384
White Corner Variety,N,N,Y,Y,Y,N,Y,N,N,410 Roncesvalles Avenue,Toronto,M6R2N2,43.6515897,-79.4512474
White Lake General Store,N,Y,Y,Y,Y,Y,Y,Y,N,6 Burnstown Road,White Lake,K0A3L0,45.35534996,-76.4911792
White Lake Lodge,N,Y,Y,Y,Y,Y,Y,Y,N,Lot 149 Highway 17,White River,P0M3G0,48.70585232,-85.55412055
Whiteoaks Variety and Gift,N,N,Y,Y,Y,N,Y,N,N,1120 Wellington Road,London,N6E1M2,42.93135,-81.2203
White's Grocery,N,N,Y,Y,Y,N,Y,N,N,91 Stone Street North,Gananoque,K7G1Y1,44.33027,-76.163
Whitewater Brewing and Distilling Company,Y,N,Y,N,Y,N,N,N,N,78 Pembroke Street,Cobden,K0J1K0,45.63382192,-76.88685455
Whitewater Brewing Company,Y,N,Y,N,Y,N,N,N,N,503 Rafting Road,Foresters Falls,K0J1V0,45.66652534,-76.72357056
WhiteWater O'Brien Winery,Y,N,N,Y,Y,N,N,N,N,214 Synton Street,Westmeath,K0J2L0,45.81693462,-76.89300799
Whitmore Convenience,N,N,Y,Y,Y,N,Y,N,N,200 Whitmore Road,Woodbridge,L4L7K4,43.78635,-79.5568
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,301 Cornwall Road,Oakville,L6J7Z5,43.4567161,-79.6792854
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,155 Square 1 Drive,Mississauga,L5B0E2,43.5958198,-79.6446582
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,87 Avenue Road,Toronto,M3R3R9,43.67193428,-79.39522032
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,1860 Bayview Avenue,Toronto,M4G3E4,43.7140557,-79.3779479
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,4771 Yonge Street,North York,M2N5M5,43.7608983,-79.4103533
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,3997 Highway 7,Markham,L3R5M6,43.85792,-79.3223557
Whole Foods Market,N,N,Y,Y,Y,N,Y,N,N,951 Bank Street,Ottawa,K1S3W7,45.3987363,-75.6862007
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,2950 Dougall Avenue,Windsor,N9E1S2,42.2748743,-83.0130031
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,2255 Barton Street East,Hamilton,L8H7T4,43.2403962,-79.7714288
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,24 Forwell Creek Road,Waterloo,N2J3Z3,43.4862641,-80.5245277
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,400 Glen Hill Drive,Whitby,L1N7R6,43.8875674,-78.9174254
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,289 Yonge Street,Barrie,L4N7T9,44.3715828,-79.6710847
Wholesale Club,N,N,Y,Y,Y,N,Y,N,N,319 Fort William Road,Thunder Bay,P7B2Z2,48.426528,-89.2322
Wilberforce Service Centre,N,N,Y,Y,Y,N,Y,N,N,2246 Loop Road,Wilberforce,K0L3C0,45.03607,-78.222
Wilberforce Service Centre,N,N,N,N,N,N,N,Y,Y,2246 Loop Road,Wilberforce,K0L3C0,45.0360734,-78.2219793
Wild Hog Country Market,N,N,Y,Y,Y,N,Y,N,N,2785 Line 34,Stratford,N5A6S5,43.3701476,-80.9112087
Wild Lot Distillery,Y,N,N,N,N,Y,N,N,N,1990 Fry Road,Picton,K0K2T0,44.09409127,-77.13374968
Wildwood Cottages,N,N,Y,Y,Y,N,Y,N,N,1328 Second Line,Bailieboro,K0L1B0,44.1759841,-78.2408741
